,,cost,cost,cost,cost,time,time,time,time,bb_time,heuristic_time,nodes_explored,nodes_explored,nodes_explored,optimal,optimal,heuristic_calls,heuristic_improvements,heuristic_efficiency
scp48.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp48.txt,breadth_first_basic,533.0,533.0,,1,120.0248,120.0248,120.0248,,119.7308,0.294,2796.0,2796,2796,0,1,15.0,0.0,0.0
scp48.txt,breadth_first_intermediate,508.0,508.0,,1,120.0244,120.0244,120.0244,,90.4614,29.5629,2108.0,2108,2108,0,1,14.0,2.0,0.1429
scp48.txt,breadth_first_none,inf,inf,,1,120.035,120.035,120.035,,120.035,0.0,2690.0,2690,2690,0,1,0.0,0.0,0.0
scp48.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp48.txt,depth_first_basic,533.0,533.0,,1,120.0175,120.0175,120.0175,,119.7735,0.244,2729.0,2729,2729,0,1,14.0,0.0,0.0
scp48.txt,depth_first_intermediate,508.0,508.0,,1,120.0062,120.0062,120.0062,,94.5114,25.4947,2265.0,2265,2265,0,1,15.0,2.0,0.1333
scp48.txt,depth_first_none,inf,inf,,1,120.009,120.009,120.009,,120.009,0.0,3275.0,3275,3275,0,1,0.0,0.0,0.0
scp48.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp48.txt,hybrid_df_bf_basic,533.0,533.0,,1,120.0268,120.0268,120.0268,,119.7828,0.244,2479.0,2479,2479,0,1,13.0,0.0,0.0
scp48.txt,hybrid_df_bf_intermediate,508.0,508.0,,1,120.031,120.031,120.031,,94.5103,25.5208,2440.0,2440,2440,0,1,16.0,2.0,0.125
scp48.txt,hybrid_df_bf_none,inf,inf,,1,120.007,120.007,120.007,,120.007,0.0,2494.0,2494,2494,0,1,0.0,0.0,0.0
scp48.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp48.txt,most_fractional_basic,533.0,533.0,,1,120.0356,120.0356,120.0356,,119.7946,0.241,2972.0,2972,2972,0,1,15.0,0.0,0.0
scp48.txt,most_fractional_intermediate,508.0,508.0,,1,120.0303,120.0303,120.0303,,95.5952,24.4351,2421.0,2421,2421,0,1,16.0,2.0,0.125
scp48.txt,most_fractional_none,inf,inf,,1,120.0092,120.0092,120.0092,,120.0092,0.0,2971.0,2971,2971,0,1,0.0,0.0,0.0
scp49.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp49.txt,best_first_basic,747.0,747.0,,1,120.0022,120.0022,120.0022,,119.5352,0.467,3101.0,3101,3101,0,1,15.0,0.0,0.0
scp49.txt,best_first_intermediate,664.0,664.0,,1,120.0021,120.0021,120.0021,,66.3855,53.6165,1671.0,1671,1671,0,1,12.0,2.0,0.1667
scp49.txt,best_first_none,inf,inf,,1,120.0275,120.0275,120.0275,,120.0275,0.0,2993.0,2993,2993,0,1,0.0,0.0,0.0
scp49.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp49.txt,breadth_first_basic,747.0,747.0,,1,120.0217,120.0217,120.0217,,119.7407,0.281,2991.0,2991,2991,0,1,15.0,0.0,0.0
scp49.txt,breadth_first_intermediate,664.0,664.0,,1,120.0023,120.0023,120.0023,,68.4185,51.5838,1687.0,1687,1687,0,1,12.0,2.0,0.1667
scp49.txt,breadth_first_none,inf,inf,,1,120.0258,120.0258,120.0258,,120.0258,0.0,2988.0,2988,2988,0,1,0.0,0.0,0.0
scp49.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp49.txt,depth_first_basic,747.0,747.0,,1,120.0022,120.0022,120.0022,,119.6992,0.303,2977.0,2977,2977,0,1,15.0,0.0,0.0
scp49.txt,depth_first_intermediate,664.0,664.0,,1,120.0382,120.0382,120.0382,,64.2315,55.8067,1618.0,1618,1618,0,1,12.0,2.0,0.1667
scp49.txt,depth_first_none,inf,inf,,1,120.0038,120.0038,120.0038,,120.0038,0.0,3071.0,3071,3071,0,1,0.0,0.0,0.0
scp49.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp49.txt,hybrid_df_bf_basic,747.0,747.0,,1,120.027,120.027,120.027,,119.5473,0.4797,3021.0,3021,3021,0,1,15.0,0.0,0.0
scp49.txt,hybrid_df_bf_intermediate,664.0,664.0,,1,120.0396,120.0396,120.0396,,66.1993,53.8403,1484.0,1484,1484,0,1,11.0,2.0,0.1818
scp49.txt,hybrid_df_bf_none,inf,inf,,1,120.0605,120.0605,120.0605,,120.0605,0.0,2971.0,2971,2971,0,1,0.0,0.0,0.0
scp49.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp49.txt,most_fractional_basic,747.0,747.0,,1,120.0384,120.0384,120.0384,,119.7534,0.285,2936.0,2936,2936,0,1,15.0,0.0,0.0
scp49.txt,most_fractional_intermediate,664.0,664.0,,1,120.0123,120.0123,120.0123,,68.6693,51.343,1707.0,1707,1707,0,1,12.0,2.0,0.1667
scp49.txt,most_fractional_none,inf,inf,,1,120.0008,120.0008,120.0008,,120.0008,0.0,3014.0,3014,3014,0,1,0.0,0.0,0.0
scp51.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp51.txt,best_first_basic,289.0,289.0,,1,120.0378,120.0378,120.0378,,119.5238,0.514,1744.0,1744,1744,0,1,10.0,0.0,0.0
scp51.txt,best_first_intermediate,269.0,269.0,,1,120.0054,120.0054,120.0054,,24.6032,95.4022,293.0,293,293,0,1,5.0,2.0,0.4
scp51.txt,best_first_none,inf,inf,,1,120.0171,120.0171,120.0171,,120.0171,0.0,1788.0,1788,1788,0,1,0.0,0.0,0.0
scp51.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp51.txt,breadth_first_basic,289.0,289.0,,1,120.0179,120.0179,120.0179,,119.5199,0.498,1750.0,1750,1750,0,1,10.0,0.0,0.0
scp51.txt,breadth_first_intermediate,269.0,269.0,,1,120.0397,120.0397,120.0397,,24.8008,95.2389,329.0,329,329,0,1,6.0,2.0,0.3333
scp51.txt,breadth_first_none,inf,inf,,1,120.0401,120.0401,120.0401,,120.0401,0.0,1733.0,1733,1733,0,1,0.0,0.0,0.0
scp51.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp51.txt,depth_first_basic,289.0,289.0,,1,120.0588,120.0588,120.0588,,119.5598,0.499,1750.0,1750,1750,0,1,10.0,0.0,0.0
scp51.txt,depth_first_intermediate,269.0,269.0,,1,120.0139,120.0139,120.0139,,22.1654,97.8484,284.0,284,284,0,1,5.0,2.0,0.4
scp51.txt,depth_first_none,inf,inf,,1,120.0144,120.0144,120.0144,,120.0144,0.0,1777.0,1777,1777,0,1,0.0,0.0,0.0
scp51.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp51.txt,hybrid_df_bf_basic,289.0,289.0,,1,120.047,120.047,120.047,,119.536,0.511,1794.0,1794,1794,0,1,10.0,0.0,0.0
scp51.txt,hybrid_df_bf_intermediate,269.0,269.0,,1,120.0144,120.0144,120.0144,,22.2766,97.7378,316.0,316,316,0,1,6.0,2.0,0.3333
scp51.txt,hybrid_df_bf_none,inf,inf,,1,120.0417,120.0417,120.0417,,120.0417,0.0,1771.0,1771,1771,0,1,0.0,0.0,0.0
scp51.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp51.txt,most_fractional_basic,289.0,289.0,,1,120.0041,120.0041,120.0041,,119.5131,0.491,1739.0,1739,1739,0,1,10.0,0.0,0.0
scp51.txt,most_fractional_intermediate,269.0,269.0,,1,120.0473,120.0473,120.0473,,23.7957,96.2516,307.0,307,307,0,1,6.0,2.0,0.3333
scp51.txt,most_fractional_none,inf,inf,,1,120.0021,120.0021,120.0021,,120.0021,0.0,1757.0,1757,1757,0,1,0.0,0.0,0.0
scp510.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp510.txt,best_first_basic,265.0,265.0,,1,0.582,0.582,0.582,,0.067,0.515,1.0,1,1,1,1,3.0,0.0,0.0
scp510.txt,best_first_intermediate,265.0,265.0,,1,84.8294,84.8294,84.8294,,0.061,84.7684,1.0,1,1,1,1,4.0,1.0,0.25
scp510.txt,best_first_none,265.0,265.0,,1,0.061,0.061,0.061,,0.061,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp510.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp510.txt,breadth_first_basic,265.0,265.0,,1,0.611,0.611,0.611,,0.062,0.549,1.0,1,1,1,1,3.0,0.0,0.0
scp510.txt,breadth_first_intermediate,265.0,265.0,,1,87.5248,87.5248,87.5248,,0.066,87.4588,1.0,1,1,1,1,4.0,1.0,0.25
scp510.txt,breadth_first_none,265.0,265.0,,1,0.069,0.069,0.069,,0.069,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp510.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp510.txt,depth_first_basic,265.0,265.0,,1,0.604,0.604,0.604,,0.064,0.54,1.0,1,1,1,1,3.0,0.0,0.0
scp510.txt,depth_first_intermediate,265.0,265.0,,1,84.3092,84.3092,84.3092,,0.074,84.2352,1.0,1,1,1,1,4.0,1.0,0.25
scp510.txt,depth_first_none,265.0,265.0,,1,0.062,0.062,0.062,,0.062,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp510.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp510.txt,hybrid_df_bf_basic,265.0,265.0,,1,0.607,0.607,0.607,,0.061,0.546,1.0,1,1,1,1,3.0,0.0,0.0
scp510.txt,hybrid_df_bf_intermediate,265.0,265.0,,1,85.557,85.557,85.557,,0.063,85.494,1.0,1,1,1,1,4.0,1.0,0.25
scp510.txt,hybrid_df_bf_none,265.0,265.0,,1,0.061,0.061,0.061,,0.061,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp510.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp510.txt,most_fractional_basic,265.0,265.0,,1,0.584,0.584,0.584,,0.072,0.512,1.0,1,1,1,1,3.0,0.0,0.0
scp510.txt,most_fractional_intermediate,265.0,265.0,,1,90.5242,90.5242,90.5242,,0.065,90.4592,1.0,1,1,1,1,4.0,1.0,0.25
scp510.txt,most_fractional_none,265.0,265.0,,1,0.073,0.073,0.073,,0.073,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp52.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp52.txt,best_first_basic,348.0,348.0,,1,120.052,120.052,120.052,,118.96,1.092,1459.0,1459,1459,0,1,9.0,0.0,0.0
scp52.txt,best_first_intermediate,326.0,326.0,,1,120.023,120.023,120.023,,32.165,87.858,376.0,376,376,0,1,6.0,2.0,0.3333
scp52.txt,best_first_none,inf,inf,,1,120.038,120.038,120.038,,120.038,0.0,1581.0,1581,1581,0,1,0.0,0.0,0.0
scp52.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp52.txt,breadth_first_basic,348.0,348.0,,1,120.0304,120.0304,120.0304,,118.8194,1.211,1468.0,1468,1468,0,1,9.0,0.0,0.0
scp52.txt,breadth_first_intermediate,326.0,326.0,,1,120.045,120.045,120.045,,25.438,94.607,314.0,314,314,0,1,6.0,2.0,0.3333
scp52.txt,breadth_first_none,inf,inf,,1,120.023,120.023,120.023,,120.023,0.0,1805.0,1805,1805,0,1,0.0,0.0,0.0
scp52.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp52.txt,depth_first_basic,348.0,348.0,,1,120.062,120.062,120.062,,119.527,0.535,1826.0,1826,1826,0,1,10.0,0.0,0.0
scp52.txt,depth_first_intermediate,326.0,326.0,,1,120.118,120.118,120.118,,38.107,82.011,500.0,500,500,0,1,7.0,2.0,0.2857
scp52.txt,depth_first_none,inf,inf,,1,120.007,120.007,120.007,,120.007,0.0,1743.0,1743,1743,0,1,0.0,0.0,0.0
scp52.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp52.txt,hybrid_df_bf_basic,348.0,348.0,,1,120.007,120.007,120.007,,119.274,0.733,1427.0,1427,1427,0,1,9.0,0.0,0.0
scp52.txt,hybrid_df_bf_intermediate,326.0,326.0,,1,120.025,120.025,120.025,,23.565,96.46,253.0,253,253,0,1,5.0,2.0,0.4
scp52.txt,hybrid_df_bf_none,inf,inf,,1,120.019,120.019,120.019,,120.019,0.0,1573.0,1573,1573,0,1,0.0,0.0,0.0
scp52.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp52.txt,most_fractional_basic,348.0,348.0,,1,120.048,120.048,120.048,,119.486,0.562,1534.0,1534,1534,0,1,9.0,0.0,0.0
scp52.txt,most_fractional_intermediate,326.0,326.0,,1,120.015,120.015,120.015,,25.704,94.311,289.0,289,289,0,1,5.0,2.0,0.4
scp52.txt,most_fractional_none,inf,inf,,1,120.066,120.066,120.066,,120.066,0.0,1557.0,1557,1557,0,1,0.0,0.0,0.0
scp53.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp53.txt,best_first_basic,226.0,226.0,,1,0.567,0.567,0.567,,0.06,0.507,1.0,1,1,1,1,3.0,0.0,0.0
scp53.txt,best_first_intermediate,226.0,226.0,,1,62.866,62.866,62.866,,0.066,62.8,1.0,1,1,1,1,4.0,1.0,0.25
scp53.txt,best_first_none,226.0,226.0,,1,0.061,0.061,0.061,,0.061,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp53.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp53.txt,breadth_first_basic,226.0,226.0,,1,0.553,0.553,0.553,,0.062,0.491,1.0,1,1,1,1,3.0,0.0,0.0
scp53.txt,breadth_first_intermediate,226.0,226.0,,1,65.653,65.653,65.653,,0.061,65.592,1.0,1,1,1,1,4.0,1.0,0.25
scp53.txt,breadth_first_none,226.0,226.0,,1,0.069,0.069,0.069,,0.069,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp53.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp53.txt,depth_first_basic,226.0,226.0,,1,0.596,0.596,0.596,,0.064,0.532,1.0,1,1,1,1,3.0,0.0,0.0
scp53.txt,depth_first_intermediate,226.0,226.0,,1,72.188,72.188,72.188,,0.065,72.123,1.0,1,1,1,1,4.0,1.0,0.25
scp53.txt,depth_first_none,226.0,226.0,,1,0.063,0.063,0.063,,0.063,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp53.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp53.txt,hybrid_df_bf_basic,226.0,226.0,,1,0.539,0.539,0.539,,0.06,0.479,1.0,1,1,1,1,3.0,0.0,0.0
scp53.txt,hybrid_df_bf_intermediate,226.0,226.0,,1,59.29,59.29,59.29,,0.062,59.228,1.0,1,1,1,1,4.0,1.0,0.25
scp53.txt,hybrid_df_bf_none,226.0,226.0,,1,0.061,0.061,0.061,,0.061,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp53.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp53.txt,most_fractional_basic,226.0,226.0,,1,0.561,0.561,0.561,,0.062,0.499,1.0,1,1,1,1,3.0,0.0,0.0
scp53.txt,most_fractional_intermediate,226.0,226.0,,1,60.211,60.211,60.211,,0.061,60.15,1.0,1,1,1,1,4.0,1.0,0.25
scp53.txt,most_fractional_none,226.0,226.0,,1,0.061,0.061,0.061,,0.061,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp57.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp57.txt,best_first_basic,326.0,326.0,,1,120.035,120.035,120.035,,119.517,0.518,1809.0,1809,1809,0,1,11.0,0.0,0.0
scp57.txt,best_first_intermediate,316.0,316.0,,1,120.026,120.026,120.026,,0.455,119.571,7.0,7,7,0,1,4.0,1.0,0.25
scp57.txt,best_first_none,inf,inf,,1,120.038,120.038,120.038,,120.038,0.0,1832.0,1832,1832,0,1,0.0,0.0,0.0
scp57.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp57.txt,breadth_first_basic,326.0,326.0,,1,120.019,120.019,120.019,,119.484,0.535,1817.0,1817,1817,0,1,10.0,0.0,0.0
scp57.txt,breadth_first_intermediate,316.0,316.0,,1,120.044,120.044,120.044,,1.777,118.267,29.0,29,29,0,1,4.0,1.0,0.25
scp57.txt,breadth_first_none,inf,inf,,1,120.04,120.04,120.04,,120.04,0.0,1798.0,1798,1798,0,1,0.0,0.0,0.0
scp57.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp57.txt,depth_first_basic,326.0,326.0,,1,120.051,120.051,120.051,,119.483,0.568,1781.0,1781,1781,0,1,10.0,0.0,0.0
scp57.txt,depth_first_intermediate,316.0,316.0,,1,120.0,120.0,120.0,,2.678,117.322,43.0,43,43,0,1,4.0,1.0,0.25
scp57.txt,depth_first_none,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,1840.0,1840,1840,0,1,0.0,0.0,0.0
scp57.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp57.txt,hybrid_df_bf_basic,326.0,326.0,,1,120.009,120.009,120.009,,119.484,0.525,1809.0,1809,1809,0,1,11.0,0.0,0.0
scp57.txt,hybrid_df_bf_intermediate,316.0,316.0,,1,120.006,120.006,120.006,,3.666,116.34,56.0,56,56,0,1,4.0,1.0,0.25
scp57.txt,hybrid_df_bf_none,inf,inf,,1,120.041,120.041,120.041,,120.041,0.0,1827.0,1827,1827,0,1,0.0,0.0,0.0
scp57.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp57.txt,most_fractional_basic,326.0,326.0,,1,120.016,120.016,120.016,,119.511,0.505,1821.0,1821,1821,0,1,10.0,0.0,0.0
scp57.txt,most_fractional_intermediate,316.0,316.0,,1,122.588,122.588,122.588,,0.001,122.587,0.0,0,0,0,1,4.0,1.0,0.25
scp57.txt,most_fractional_none,inf,inf,,1,120.02,120.02,120.02,,120.02,0.0,1813.0,1813,1813,0,1,0.0,0.0,0.0
scp58.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp58.txt,best_first_basic,288.0,288.0,,1,3.661,3.661,3.661,,3.139,0.522,45.0,45,45,1,1,3.0,0.0,0.0
scp58.txt,best_first_intermediate,288.0,288.0,,1,55.8318,55.8318,55.8318,,3.127,52.7048,45.0,45,45,1,1,4.0,1.0,0.25
scp58.txt,best_first_none,288.0,288.0,,1,3.178,3.178,3.178,,3.178,0.0,45.0,45,45,1,1,0.0,0.0,0.0
scp58.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp58.txt,breadth_first_basic,288.0,288.0,,1,6.839,6.839,6.839,,6.327,0.512,89.0,89,89,1,1,3.0,0.0,0.0
scp58.txt,breadth_first_intermediate,288.0,288.0,,1,51.802,51.802,51.802,,6.241,45.561,89.0,89,89,1,1,4.0,1.0,0.25
scp58.txt,breadth_first_none,288.0,288.0,,1,9.5713,9.5713,9.5713,,9.5713,0.0,89.0,89,89,1,1,0.0,0.0,0.0
scp58.txt,depth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp58.txt,depth_first_basic,288.0,288.0,,1,10.6496,10.6496,10.6496,,10.0845,0.5651,139.0,139,139,1,1,3.0,0.0,0.0
scp58.txt,depth_first_intermediate,288.0,288.0,,1,63.3685,63.3685,63.3685,,13.3582,50.0103,139.0,139,139,1,1,5.0,1.0,0.2
scp58.txt,depth_first_none,288.0,288.0,,1,9.9329,9.9329,9.9329,,9.9329,0.0,139.0,139,139,1,1,0.0,0.0,0.0
scp58.txt,hybrid_df_bf_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp58.txt,hybrid_df_bf_basic,288.0,288.0,,1,8.171,8.171,8.171,,7.648,0.523,103.0,103,103,1,1,3.0,0.0,0.0
scp58.txt,hybrid_df_bf_intermediate,288.0,288.0,,1,58.1673,58.1673,58.1673,,7.547,50.6203,103.0,103,103,1,1,4.0,1.0,0.25
scp58.txt,hybrid_df_bf_none,288.0,288.0,,1,7.539,7.539,7.539,,7.539,0.0,103.0,103,103,1,1,0.0,0.0,0.0
scp58.txt,most_fractional_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp58.txt,most_fractional_basic,288.0,288.0,,1,22.6231,22.6231,22.6231,,22.0951,0.528,291.0,291,291,1,1,4.0,0.0,0.0
scp58.txt,most_fractional_intermediate,288.0,288.0,,1,74.9244,74.9244,74.9244,,22.241,52.6834,291.0,291,291,1,1,5.0,1.0,0.2
scp58.txt,most_fractional_none,288.0,288.0,,1,22.2718,22.2718,22.2718,,22.2718,0.0,291.0,291,291,1,1,0.0,0.0,0.0
scp59.txt,best_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp59.txt,best_first_basic,279.0,279.0,,1,0.568,0.568,0.568,,0.065,0.503,1.0,1,1,1,1,3.0,0.0,0.0
scp59.txt,best_first_intermediate,279.0,279.0,,1,52.457,52.457,52.457,,0.065,52.392,1.0,1,1,1,1,4.0,1.0,0.25
scp59.txt,best_first_none,279.0,279.0,,1,0.067,0.067,0.067,,0.067,0.0,1.0,1,1,1,1,0.0,0.0,0.0
scp59.txt,breadth_first_advanced,inf,inf,,1,120.0,120.0,120.0,,120.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0
scp59.txt,breadth_first_basic,279.0,279.0,,1,0.578,0.578,0.578,,0.093,0.485,1.0,1,1,1,1,3.0,0.0,0.0
